label,text,notes
negative,"I played for about 59 hours, so this isnt a knee-jerk negative review. The game has real strengths: the combat feels good, the world is interesting, and at first it genuinely feels promising. Unfortunately, the longer you play, the more the progression systems completely undermine that experience. The gacha is extremely predatory. Materials are painfully scarce, and your world level increases faster than your character power, so instead of feeling rewarded for playing, you feel punished for leveling up. Progress doesnt feel earnedit feels restricted. The breaking point for me was realizing that no matter how much I playeddays, weeksI simply couldnt meaningfully pull characters. I liked a new character they introduced, kept playing consistently, and yet made zero real progress toward obtaining her. There was no sense of Im getting closer. Just effort with no payoff. Whats worse is that I didnt even consciously quit. I just stopped opening the game. The motivation disappeared naturally once it became clear that my time wasnt being respected. If you plan to spend money, you might have a different experience. If youre hoping for fair progression through play alone, be aware that this game may quietly burn you out rather than hook you. Im leaving this review so others can decide with open eyes.",Stated that it's not a very negative review and does give highlights
negative,"Been playing since Day 1. The combat and exploration is fun, music is great, graphics are awesome. But every update, the game keeps demanding more and more storage that some players across all platforms including myself are contemplating if it's worth it anymore. I'm not saying don't play, but just keep in mind that unless the developers actually start optimizing soon, this trend will likely continue until the game will be over 200 GB.","They like the game, but pointed out one issue"
negative,they really need to fix the performance opening task manager and going to each new region you can just see it spiking like crazy going from 2.0 area i get like 35% memory usage and it instantly goes to 70% at the start of 3.0 its rough man,
negative,"Frankly, I love this game. I've got 36 hours of playtime in it. It's fun, the story is engrossing, the characters are well written. Sure, it's a Gacha game, but the gameplay and exploration are great and the writing is fascinating with awesome concepts. I DESPERATELY want to be able to recommend it. But I CAN'T do so, and it's specifically due to the sheer bloated file size. As of 3.1 at the time of writing, this game takes 124GB or space on a PC- and it's likely about to go up to around 140Gb with the upcoming patch if the trends continue, mark my words. It's just too much.. The game no longer fits on my hardware without removing every other game I own. Maybe if they fix the optimization and file size limit I can come back, but until then i can't in good faith recommend this gamme.","Love the game, but can't recommend because of an issue they have"
negative,"This is the take of someone who's never played gacha games before, so take it as such. The graphics are great. The world is vast, the game is fluid. Combat is fun. But! The game mechanic's revolve around 'gambling'. So you're rapidly slowed down in your progress, and psychologically trapped into 'needing more and more'. I understand that this is a free game and that's how they make money, but I'd rather pay for a game that doesn't psychology tricks me into micro-transactions.",Game is fun but they would rather play other games
negative,"The game is free and pretty and many more good things that I can say about it But for now, I'm giving it a negative review because it's becoming more and more unsatisfying to play just because of the poor optimization. During cutscenes or even freeplay, the audio doesn't load fast enough and you are literally playing with bugged asf audio. You'll only hear certain attacks (not even all of them, no background music, cutscenes' audio doesn't match the visuals, etc.). So yeah, I'm playing with settings for exactly 3/5 bars that show you how laggy is your preset, I have FRAMEGEN on and with these specs shown on the review, in newer areas like Startorch Academy or Dimmr Plains, I have lagspikes and usually 100 fps or even lower. While playing (usually when traveling fast using the wings or the motorbike or teleporting via fast travel points), the game freezes after a little time for 5-15 seconds. Also, the game crashes absolutely random saying ""fatal error"", this has happened to me 8 times until now. (I'm keeping count of it) For now, I'll be leaving a dislike because maybe it will motivate the devs to optimize the game.",
negative,"The game is amazing, high-paced action, graphics,motion quality. but i'll keep downvote until DEV (KuroGames) Fix the optimization in Lahai-Roi's city, its eating over 15 to 20GB of RAM for no reason resulting the lag and even crash/video driver reboot. they think everyone has conditions to have a 5090/9950X3D with 128GB DDR5 OCd RAMs?.... Edit1: Seems like they optimized Lahai-roi's RAM consumption , but its still have perfomance issues just like Septimont. while all previous regions are well optimized running flawless at 60fps.",Says game is amazing but one issue in storage
negative,"I really wanted to like Wuthering Waves. And honestly the annoying part is the game itself is actually really good. Exploration feels great, like genuinely fun to just run around and play. The world looks Amazing, characters look good, music and voice acting are all solid. Combat is probably one of the best parts, its smooth and fast and way better than most gacha games Ive tried. And the story is actually really good too. Not just good for a gacha just good. It kept me playing. So yeah, this shouldve been an easy recommendation for me. But the gacha just ruins it. Ive lost my 50/50 five times in a row now. Like actually five times. And every single time Im going all the way to 7080 pity. At this point pulling doesnt even feel exciting anymore, I already know Im going to hit pity and probably lose. You grind for Astrites, you save for weeks or months, finally pull hit 60, 70, sometimes to 75 , and then you lose. Again. Then you do it all over again. It just feels bad. Yeah sure, some people get lucky. Thats always how it is. But if your luck is even a bit bad, this system is just frustrating. Theres nothing fun about expecting disappointment every time you pull. And the worst part is what you get when you lose. The standard characters just feel outdated. Most of them are completely overshadowed and not even worth building compared to limited characters. They havent really changed or improved, so every time you lose a 50/50 its like ok cool, another character Im not going to use. Out of all of them maybe one is actually useful. The rest just sit there. So after losing five times in a row at high pity, yeah Im just tired of it. Theres no excitement left, no reward, just grind pity lose repeat and that sucks because the game itself is actually good. Like really good in some parts. Combat, exploration, story all of that is solid. But the gacha system, especially the 50/50 and the standard pool, just drags everything down hard.","Starts with highlights, ends with major issue they dislike"
negative,"How can you create unique characters and then throw them into oblivion and forget about them? No Reruns for more than a year! I'm happy with the Story and the game itself, but I can't get over this. Were you waiting for the second anniversary to pull a 1.X character? too bad for you Kuro Games, why??? You put love on creating those characters! :(((",
negative,"Game started promising, with nice combat and best climbing mechanic I experienced in a while. But with every new major update it became more and more resembling of the typical gachas. Boring exploration because you are given check list and all you have to do is just go to pointed place. Locked features: flying was great, but locked to Rinascita. Than developer added it to the starter territory, but again locked it for a new one. Same with characters. Basically, once next major update is out - you can forget about old characters. There are now new Echo set for each new character. Game currently require no creativity and no thinking, just get latest character, get new echoes and forget about old ones. Really sad to watch such promising game became yet another boring gacha.",
negative,"Uses ACE Anticheat, a kernel level anticheat that doesn't uninstall itself when uninstalling the game itself.","Not related to game experience itself, but possibly can infer bad?"
negative,"Even If I enjoyed the story and the combat I can't in good faith recommend dealing with genuinely the worst optimization I've seen in a game. It honestly feels like the game performs worse with each new ""patch"". There's only so many times I can sit at a loading screen for 10 minutes before I start wondering what I'm doing with my time.",
negative,"Game broke with new ACE update on Linux, major kick in the balls, do not play until resolved",
negative,Overall good game with bad optimization. Startorch Academy really tanks my FPS to 30 with lots of stutters. Until they fix the optimization I really can't recommend it. Edit: I've upgraded my CPU to 5700X from 3600X. I got some performance improvements somewhat but still Startorch Academy and the unoptimized parts of the game really still lingers. It's like throwing money at the problem.,"Says overall good game, with issue on storage"
negative,good and fun game but... 125 GB for game is diabolical. helldivers 2 was around same size and they go it down to 30gb or less... love of god optimize the game a bit.,"Says overall good game, with issue on storage"
negative,was GREAT until the game became 100+GB .....and considering how the game runs horribly on anything other than SSD it is basically unplayable now . hoping for an update that reduces the size with deleting old event scenes or lite ver etc,"Says overall good game, with issue on storage"
negative,"[b][u]Every single things wrong with Wuwa that made me write this review, and this is coming from a day-1 player AND monthly buyer.[/u][/b] [list=1][*]Storytelling, characterization, started to feel much like genshin impact. It is all over the place, lore isn't coherently explained, the longer it goes the more confusing it gets.[/*][*]Updates is 40 GB, but my 234+ GB free space partition can't update the steam version due to unsufficient storage space? Go yourself kuro.[/*][*][quote]Update: [b]I HAD TO uninstall DOTA2 + BPSR (90GB in total) for the 3.1 update to succeed[/b]. That's 300+ GBs for a 40 GB update! your update delivery system, kuro. Your patching system is 100000% worse than the 2000s MMOs update system.[/quote][/*][*][b]Characters is now RIDICULOUSLY EXPENSIVE[/b], utilizing a character's full potential now needs their 'specialized partner' for the team, even more their signature weapon because now signs gives ignore DEF when they are utilized by the designated character. Previously a lot of new characters may do well independently with any other characters, even without their signature. I hate that. It made 'roll currency farming' like ToA and WhiWa much harder due to the enemies also gets buffed to the level it requires each new characters OR you must play it 100% perfect to get all the rewards. The new stupid 'endurance' endgame mode that made players to use all their characters is also too exhausting for such minicule rewards.[/*][*][b]QoL update (the substats reroll) behind paywall or can be bought expensively using 'dupes token' (the purple coral)?[/b] Well, you too, Kuro. Non-whales can go suck their own toes. While other games now giving more to the players due to CNY, you decided to do the exact reverse of it. Your greed is started to showing and it is disgusting. [i]Success really made way for greed, aren't they?[/i][/*][/list]I really considering to stop my support AND playing the game now. Great management, Kuro!",
negative,"This game is incredibly disappointing. Don't be fooled by the free tag; for those unaware this is a gacha game. I wouldn't even call it free to play, more so free to download. Before I get into the bad about this game however, let's start with the positives: 1. The exploration is incredibly fun, you'll have a great time running around killing enemies and solving puzzles all while being rewarded handsomely for doing so. 2. Alot of the character designs are incredible with amazing animations, satisfying gameplay and beautiful features. 3. The weapon gacha is 100% guaranteed, so no losing to some utterly useless weapon when pulling for a signature. 4. The environments are breath-taking across most of the game, accompanied with some amazing music, it really goes to show what can be achieved when gacha games really put effort into their game. 5. A separated character and weapon standard banner is a nice QOL feature that allows players to pull for what they need the most. The standard weapon banner is even permanently selectable, so you can pull copy after copy of some of the most free to play friendly weapons such as static mist or emerald of genesis, or even the new ones such as phasic homogenizer. 6. With your refunded pulls from 4* characters, you can save up to buy up to two copies of a 5* character, making R6 (C6) ing a character much easier and much more achievable for dolphins and just all players in general. Those are the major upsides of the game compared to other games in the genre. But they, in my opinion, are still not good enough reasons to download this game, start a fresh account, return to the game or what have you; especially with the downsides below. Onto the bad: 1. The optimisation is abysmal, every patch or two I notice a decent lag spike, my PC gets louder and I'll have to knock the settings down a level, which seems to be the general sentiment within the community. 2. The story is mid as all hell, most patches nowadays seem to follow the ""gathering wives"" formula of speedily building a relationship with the new character (who, more often than not, has never been seen before), the character essentially falling in love with the MC and then the MC drops them the millisecond their patch ends. 3. Because of the above, character quests are a thing of the past now; though I see this as an issue with gachas as a whole. There isn't much focus on the world as the newest wife for rover steals the spotlight and the main quest just turns into the character quest for them. Again, I think this is a gacha issue as a whole, such as ZZZ and HSR (the other two gachas I play) have also seemed to moulded the character quest with the story. 4. Once again relating to point 2, old characters are a thing of the past. Fan of Changli? Her last rerun was almost a year ago. Want shorekeeper? Same thing, except she was in a spending event where you had to pay I believe 150 to select her out of herself, Jinhsi and Casmellya. We rarely see old characters anymore, except from the one avengers assemble moment during the climax of Rinascita. Finally, the ugly. I'm aware alot of these issues pertain to gacha games as a whole, but they are why I wouldn't recommend gachas to anyone in general, lest this game (supposedly ""generous""). 1. Powercreep finally seems to be kicking in. Granted it's not actually that bad compared to other gacha games, but be weary returnees as your Casmellya, Jihnsi, Jiyan and especially Yinlin will be nowhere near as effective as they once were. Wuwa does seem to be best for powercreep in my eyes, as I could still clear floors 3-4 with Carlotta Sanhua and Shorekeeper a few patches back, but now with the advent of tune break, the shill obviously caters towards the soul DPS of the archetype and you'll be struggling to clear TOA and WIWA due to such. Again, mainly a gacha issue as a whole, but wuwa is finally starting to show the cracks in such regard. 2. If you're unlucky, it sucks to suck. There is barely any fall back for being unlucky. Sure, you have the refunded corals from 4*s and 5050 losses, but it's not enough when characters now want their premium teams more nowadays. Many of the new characters just won't be enough without atleast one of their premium supports and their personal signature weapon. Take Cartethiya, she wants her weapon, Ciaccona and preferably Chisa. 4 cost team. Sigrika wants her weapon and Quiyuan, Zani wants Phoebe and Shorekeeper, ect. It's painful to lose constantly and there's no capturing radiance, nor are there enough pulls per patch really to save you from bricking your account. Even as a dolphin, I'm missing quite a few signature weapons and a few supports because my luck is genuinely abysmal. Same goes for other gacha games as per usual, and it happens to me in those games too. 3. Gambling. That's what gahca means for those unaware, and is why I called the game free to download as opposed to free to play. The above is one of the reasons why gambling is obviously bad, but sunk cost fallacy seems to be common within the space and is why I'll keep playing despite this review. 4. The anniversary rewards are genuinely pathetic, it actually disgusts me how bad they are and I can hardly put into words how much it does so. The words utterly pathetic are the best fits, but I'll explain more. There is 6 characters on banner this year, a step up from last year, but as you're about to see, overall it's about 10 steps backwards. The devs are rerunning the infamous cube event, which I've heard many bad things about and hated the event myself, in my spaces, nobody liked the event and I saw the same sentiment echoed online and when the event was announced to be rerunning. There is no character skins, only crappy bike skins that nobody asked for; all of which are paid. Who sat there and said ""Lads, lads, I've got a BRILLIANT idea... BIKE SKINS! That's what everybody has been asking for!"". No! Shut up! The pulls are pitiful too, 20 free pulls. Decent if it was a normal patch, but horrendous for an anniversary patch. Hell, patch 2.6 even gave 20 free pulls, and that wasn't an anniversary patch at all. There are still 5050s on the character rerun banners, no free 5*s, no news of our beloved 1.0 characters and even a good chunk of the 2.0 characters, nothing. Like I said, at least there are less characters on the rerun banners, but still, sh*te. People expected nothing and were still let down, including myself. Just go play HSR if you REALLY have to play a gacha game, atleast their anniversary has some decent rewards. The devs even had the audacity to say that they ""learned their lesson"" from last year's anniversary controversy. Yeah. Good one pal, april fools was over 2 weeks ago. 5. The toxic community. Kuro shills. Again an issue with all gachas, but it feels especially bad in this community Imo. Moral of the story: Don't play wuthering waves or any gacha game for that matter, even if they are supposedly generous. They aren't. The house always wins.",
negative,"They do not rerun 1.x characters. They don't have any commitment to keeping old characters relevant, in the story or in the gameplay. What this indicates to me is that nothing in the game matters long-term.",
negative,"The fact that this game runs far better on my little phone drives me crazy considering i dont really have bad specs on my pc. Stutters, crashes, you name it, they have it. Other than that pretty fun game i quess. Very greedy monetization schemes though. 5 bucks for a battle pass specifically available to returning players? Great! What do i get? well, 10 pulls, some echo main stat rerolls and exp for echoes, weapons and resonator. How much exp? The game wont tell you the amount you actually get for purchasing this bp until you count it yourself and thats where you realize that maybe you are better of purchasing subscription and just spend the excess astirite for energy to farm that xp and still end up with 10 pulls and far more resources. (That is, if you are max sol3 phase) After 2 years of me playing this game they still didnt add a straightforward pull counter on banners. Reminds me of how they remove windows from a casino so you spend more time in them. I genuinely dont understand how they made certain aspects of the gacha system and optimization far worse than their competition. Mainly decided to write this review cuz the stutters are making me want to run full force into a brick wall. No other game on my pc ever stuttered this much, LIKE, PLEASE, YOU HAVE WORSE OPTIMIZATION ON PC THAN BORDERLANDS 4, AND I PLAYED THAT GAME ON AN HDD.",
negative,"Underwhelming. I was told to ""push through"" until I reach 2.0 but after having played over 30 hours I just can't be bothered anymore. Not worth it.",
negative,"Downloaded 100GB. Launched the game. Downloaded another 15GB. Was asked to restart game. OK, Tried to restart. And... Another 35GB update. I JUST WANTED TO RELAX AND PLAY. Unfortunately at that moment my patience was over. Though game looks beautiful.",
negative,"Wuthering Waves is a great game, especially for a F2P gacha title. It comes close to Expedition 33 in aesthetic and music, or even other AAA games. However, it has three major weaknesses: the 1.x stories havent been polished for a while, theres a lack of end-game content, and the UIs are poor made (turn off the UIs in Septimont and Ragunna to see how good this game could be without those UIs). Even so, with its current foundation, it deserves better. Leaving a negative review after paying and playing and for a long time feels contradictory, but I hope the developers notice that most new players struggle to make it through the 1.x stories because how boring it is. Updated, Spoiler Alert, only read if you've complete the stories and do 100% exploration: + 3.0 (and possibly next versions) is a solid 7.5/10. The main downside is that the story is very predictable and feels mid, not as unique or memorable as Cartethyia, Lupa, Canterella, Phrolova, Iuno, Augusta, Galbrena in 2.x and you know who used to be our Wayfinder and who has been keeping our Shores?. It's not even as good as Encore, they really nailed the 2.x stories and map designs (remember Journeying Paradise?), which fit the characters so well that I doubt they could have done it better. However, 3.0s map design is also outstanding in its own good way, but the school design isn't appeal to me, everything outside the school is gorgeous. Riding a motorbike around the map for exploration feels INSANELY good, the motorbike isn't as clunky as i thought, it literally could fly in the map, and the NPC designs are much better than in 2.x.","Says great, but emphasizes on negative"
negative,"I may have spent $300+ gambling on this, and the combat is fun and the character design is cool. but I cant recommend this game to others due to the unoptimized performance and absolutely gargantuan file size.",
negative,"Decent story and gameplay. Poor optimization, poor balance, and increasingly predatory monetization. The company is slowly starting to show it's true greedy colors. There are new gachas releasing soon with similar or better gameplay and with balance and monetization that respects the players more. Just play those instead.",
negative,"Let's start the review by saying this game is absolutely top tier. From the combat, to exploration to the increasingly enriching storytelling that is the lore of the game, It's definitely gonna pull you in once you start your journey in-game. However, as it stands, it's just a flashier and fancier version of gayshit impact. It's like the old analogy of the christmas gift with all their fancy and shiny wrappers. It may look pleasing to the eye at a single glance but once you open the gift, you're struck with the realization that it's just empty inside. . Let's start with the most blatant problem that I don't see any people talk about. The looping aspect of the gameplay. You're given 240 points of waveplates each day (if you let it accumulates that long) and what can you do with it? play 2 rounds of tacet fields (open field dungeon for echo tuning materials) or 3 rounds of materials domain (for character and weapon levelling) and ur done for the day. Heck, my playtime everyday consists of only 15 minutes or less gameplay. Now, imagine if I were to let's say splurge one day and just yolo it to max out the copies of character which would cost me like what?.....around 3-4k?.......what can i do with said character after that? record my nightmarish difficulty fights with hologram bosses and release youtube videos about it?.... oh wait, I think there's already an oversaturation of those kinda videos on the media. Hmmm, ah maybe I can record my big damage numbers and flex it on a youtube video. Wait..... alot of people are already doing that as well?....see the pattern yet?..........whenever any streamer ""discuss"" about the game it's only gonna be about how to maximize you damage on this hero or this new patch story content was fire and they're going into a new glory age with wuwa or ""this is how i beat the endgame content for the current patch"" kinda videos. Hmmm, where have I seen this pattern before....oh right....gayshit impact did this before and now wuwa is just riding along its coat tails. So, what i'm trying to justify here is why should I pay that much money to support a game that won't even let me play the damn game? Spending thousands of dollars only to have a couple of minutes of playtime each day is the epitome of stupidity in my humble opinion. Might as well have made the game be a subscription model instead of F2P KURO, cuz I don't feel like a Free2Play player and instead more like a Forced2Pay player to play your game at this point. . Now let's talk about the recent wonderful scheme the studio came up with in order to milk the player base bone dry. They came up with ""synergistic team members effect"". So, in order to have the maximum potential of a particular character, you would need to pull for these other characters that you don't like the design of, you don't like how they feel to play with or the character just doesn't interest you in general. However, you must pull these said character for you to fully maximize the potential of the character that you particularly like and would like to pull instead. I don't know if this is just a phase or an experiment they're trying to see how they can make more money but it sure as hell is scummy to say the least. . Next let's talk about skins/costumes which again is weird why no one is mentioning it but in my eyes, the costume does not look that different from the original base skin. However, the price they're charging for them is just like how blizzard handles the price of their recolor/retexture skins. If, this is the how they're gonna start off their journey with their skins/costume. I'm afraid that the ship is gonna sunk before it set sail. . In conclusion, the game at it's current state is still maintaining the precarious balance of not pissing me off too much as opposed to the good story content it fleshes out in each patch. However, In all other aspect of the game, be it levelling characters, world exploration, echo levelling and tuning, it already grinded me down hard and I'm slowly starting to despise it instead of enjoying it. As such, let's hypothetically say that if a person that have the same feelings as me as well being frustrated at the game just like me were to decide it's not worth it to pull new characters anymore since we would have to face these frustrations again and again when we get a new character, what would the studio do then to counter act this problem? I bet they'll just turn a blind eye to it just how gayshit impact did it. Such is the sad and true nature of a predatory gacha game. So, I cannot in good conscience, recommend this gambling den disguised as a game to new faces out there. . On a side note, I see lots of talk on the community of how this game is more ""game"" than gacha. I beg to differ cuz is it really more game? 15 mins of gameplay each day is more ""game"" than gacha? Having to gamble to get a good roll of stats on an echo is more ""game"" than gacha? For the casuals like myself, needing all those premium characters (again, gambling to get said characters) to clear endgame is more ""game"" than gacha?.",Says top tier then dives deep into heavy negatives
negative,"OK, let me rant incoherently cuz I ain't happy with this game rn: Ever since Septimont came out, the game's performance unbearably bad. The new region (3.0) especially is unoptimized as hell. With my 9070 XT, I used to get around 100-120FPS in most situations. The new region? Make that 45-60FPS. I should never have to see these numbers with current gen in 1440p! Mind you, settings change nothing, it all renders with 14-31ms frame times no matter what settings I use. And it's not CPU bound as my CPU utilization never exceeds 30%, no - my GPU is almost always fully utilized tho. My guess is - poorly optimized geometry. And it doesn't look good either. In fact, it looks WORSE than 2.0. I can see NPC's popping in and out of existence when I'm walking around on-foot. I can see distant animations being rendered in like 5FPS. The overall aesthetic is less compelling too. Overall, I'm really struggling to see why this game's been on the receiving end of so much praise in general, not only performance-wise - I've played this game from day 1 using the original launcher until recently and so far, it's been on a steady decline from 2.3 onward. The story has reached it's peak at 2.2 and has been getting more convoluted and unnecessarily long since; the visuals have arguably become worse since; leveling characters has become harder and harder, the game has generally turned grindier since. I can go on and on, but you get the point. Anyway, can't recommend. Forget about gacha games in general - there are so many better single-player games out there it's not even funny.",
negative,"I'm kinda in-between liking the game and hating it, from what I've experienced so far, the story is pretty good, it gets better as its going. i like the combat and character building, though i don't fully understand echo farming yet but I'm still low level, my main issue with the game is the fact that most of the new regions are locked, making it so when newer players like myself who haven't gotten to further points in the story cannot progress their characters because they cant get the flowers from that region or other level up materials. I think I would give this game a positive review if it weren't for that fact. It seems like a small complaint but it feels horrid to get a new character that you're super excited about but can't level it past 40 because you are hours upon hours behind on the story. If you don't have a problem with that aspect then I think you'll enjoy this game.","They even say so themselves between positive and negative, but seems like they focus on negative"
negative,The games great but the optimization is poor and genuinely makes the game unplayable at some points for lower end systems,
negative,"Wuthering Waves more like Gathering Wives. Played the game since the beta through the original launcher, really liked it initially because the combat and the quality of the graphics, models, etc. is really stunning. At the start, the roster was much more balanced. Nowadays, it's pretty much 10 women for every man, and only the women get the spotlight. Sucks that they basically baited you with men only to then turn it into the equivalent of a harem game where women constantly fawn and simp over Rover. This is not only atrocious in terms of character variety and preference, but the writing also suffers for it. It's like the men are extinct or only exist as NPCs. It's sad because the potential is so clearly there, but they wasted it by appealing to the male gaze and reducing most of their cast to the same mold of being indebted to / infatuated with the Rover. It's even more of a shame because the men they DO make are awesome and really cool, always unique and super pretty, but they just don't make enough of them. This is not helped by the fact that they changed one of the most popular male character's designs (Scar) because some people kept whining over it, but the women walking around almost half naked with half their butt and chest hanging out is no problem. If they added more men, this could replace Honkai: Star Rail as my primary gacha, but alas, they've refused to address this issue even though the community keeps asking for more men. And yes, sometimes even the people that like the women have been asking about this, because it just feels weird at this point that there's basically ONLY women!",
negative,"Wuthering Waves, while a fun game to play, continue on their path of anti-consuner practices. In the latest Cyberpunk update, they made it so that players have to buy an entirely new type of currency in order to get the limited time characters and weapons. This disheartens people who have been saving pulls for what looked like a good event, and takes advantage of players fomo in the hopes of squeezing some extra cash out of them. Not worth it.",
negative,Installs a kernel level anti-cheat. requires local admin permission escalation to run. if you want to give kernel control and application admin rights to a chinese developer - go ahead. I'll pass thanks.,
negative,"TLDR; I dont think this game is worth your time, its a mixing pot of ideas from other better franchises designed to maximise engagement rather than produce a best-in-class or unique experience, its fine to kill some time, but that time could almost certainly be better spent elsewhere. As a foreword for the rest of the review, I want to note that for this type of game there is a temptation to lower the bar for what you might consider good due to some combination of: its free*; there is so [i]much[/i] game; they will fix it later/just give it time to get good; and its better than these other (terrible) gatcha games. When I look at a game, I care about what makes it a different and worthwhile experience now. With that said: Pros: - It has a very large open world to explore that looks nice visually - It is effective at distracting the player with random busywork and so is useful for killing time - It is a babies playmat of extrinsic rewards with infinite checklists of things to do Cons: - It has the story of a budget isikai anime loosely stabled to a badly written student essay on what if souls were sound - The writers forgot that it helps if characters have personalities, back-stories and are part of the setting as opposed to being pin-up posters - The open world is littered with activities that look like they were placed by a random number generator, breaking the illusion of the world. - The combat while looking like it has a reasonable foundation rapidly becomes repetitive and subsequently gets buried under particle-effect maelstroms - It has non-sensical gatcha monetisation, i.e. a character will cost somewhere between 1 and 500 levels of absurd randomness. Everything the game tries to get you to buy, including the monthly subscription, are objectively terrible value for money I really wonder how peoples sense of value can become so skewed as to make this business model work. To wrap up, this is a rushed game with the devs on a content treadmill strapped to a grindy gatcha machine. Not all gatcha games are bad (although the gatcha business model is still a strong signal to stay clear), Arknights and Limbus Company come to mind. But those games find a unique identity separate from their business model. Wuthering Waves is core identity is a Genshin Impact clone with some good ideas but poor execution.",
negative,"bad: constant lore dumps, endless exposition, characters that are nothing but walking tropes, and a script that appears to have been translated by ai with zero actual localization work; character designs that appear to have been generated by the ai prompt ""anime cringe""; english dub is intolerably irritating; and it's a paid gacha game so like... obviously that's bad good: combat's quite good for one of these games, exploration's fun, and enough generosity with gacha garbage that you can suck up enough content to avoid ever paying for it as long as you don't want to keep playing forever (please don't). mandarin VO is mostly tolerable so far, so it's not one of those games where EVERY dub seems specifically engineered to hurt you if you like normal human speaking voices more than high-pitched squealing. obviously i can't actually recommend a gacha game because they're like, inherently evil lmao, but it's better than most as long as you skip as much dialog as possible, have a high tolerance for comically anime , and never ever give them any money edit: nvm about the voice praise, they introduced an obnoxious magical girl mascot only marginally less awful than the flying toddler from genshin so i had to mute the voice audio lol",
negative,"In this game, you get new flashy characters just to do the same repetitive tasks. Events are shallow and uninspired (You torture yourself doing them just for the sake of Astrites). Story is clich with awkward and cringe dialogues that read like AI. Unoptimized and crashes every 5 minutes with ray tracing enabled. Characters feel more like marketing material than people (Thats what they actually are). Rover is especially bland, and most characters only exist in relation to the main character(harem energy but without the boys lol). Once their event ends, they disappear from relevance. HORRIBLE material farming RNG that is MEANT to waste your PRECIOUS time while giving you nothing or barely half of what you actually want. You purchase the Lunite Pass but you ONLY get your moneys worth if you log in daily. You can purchase the subscription multiple times but the rewards dont stack and if you miss one day you will miss that days reward which is a predatory tactic that triggers your FOMO. The world looks beautiful but plays like a walking simulator making it feel empty and boring. It looks alive, but doesn't feel like it. Quick time events (QTES) are mindless and pointless: no stakes, no tension, just button-mashing to keep your character from freezing mid-air. (peak story-telling inspired by Sony games lol) Male characters are rare to the point of being an afterthought. Criticizing the game is basically a taboo within the fanbase (like most gacha/anime fanbases). Overall, the game does have potential, but I doubt the story will ever improve since it caters to a specific demographic. As long as thats the case, dont expect the story or events to get any better. Being free to play does not exempt it from criticism. (which it isnt if you actually think about it since you pay with your time and these gacha mechanics earn them millions of dollars every month that other triple-A games could only dream of) If youre fine with collecting waifus like Pokemon, grinding Astrites and materials through boring chores, slogging through mediocre stories (There's a reason why they added a skip button), doing repetitive and unchallenging events like a masochist, then this game is right up your alley.",
negative,Its a gacha game in which there is no way to get 90% of the characters because they only do 3 rerun banners before sending them to the shadow realm. Also they have no idea how to actually listen to community feedback and improve the parts of the game that are subpar or bad.,
negative,"Personal opinion here. The story is super boring and cliche. Every new character is just a new waifu. They always have the sappiest backstory to make you feel bad for them. Dozens of obligatory automated sections where you literally don't even have to play, and you can't skip them so you have to sit there for five minutes doing nothing. Super laggy even on high-end machines. The most enjoyment of the game is exploration and combat, story and events suck. The animation quality is a bit janky for a game of this scale. Very stingy rewards and super expensive as all gachas are. Powercreep. The list goes on honestly. If any of these are a deal breaker to you, skip this game, seriously.",
negative,"the game worked fine before the new patch but now its rlly laggy, if the game gets fixed in a newer update ill play it again, its rlly unplayable, lags with a good pc and even with low settings it doesnt work well when fighting or even moving or doing anything. really hope tthis gets fixed in a newer patch",
negative,"Worst Optimization in gacha. Have had problems playing this game since release on mobile and desktop. The Game size is GIGANTIC. It is such a large game BOTH on mobile and PC! Over 100BG for a mobile game??? I have to delete other games on my phone just to play it. When I start the game there is always something new to download. It just gets bigger and bigger. Its not worth the effort i spend trying to play this game! Install after install, update after update SOMETHING ALWAYS GOES WRONG. Why is this the only game i play that gives me such difficulty just trying to load it up??? The Devs have no idea what they are doing and still have not fixed the issues present in the game since day 1. I used to think they were better then Genshin devs, but Genshin always runs when i try to play it. This game is LARGER in size than GENSHIN IMPACT. Back to Back banners of BIS units forces you to pull every banner just to have a functional team. Characters are made to work with only certain other characters and if you do not own them, you cannot play certain units to any decent degree of effectiveness. The rewards they gave at the start were great, but not they lock the tiniest rewards behind the most agregious and annoying mini games. I thought genshin was stingy, but WUWA has become just as stingy. Save yourself the headache and play a different gacha game. You'll be able to play 3-4 different gacha games with the space saved from not installing Wuwa. I have played this game since launch and only recently installed the steam version in an attempt to get the game to properly patch and load. IT STILL WONT LOAD OR UPDATE. I have never had an issue install a game via steam.....until i tried to install Wuwa on steam. I though it might've been the Epic launcher at fault...It was not. Its the games fault.",
